OID_,status,type,bicycle_cl,length,comfort_le,date_creat,time_creat,date_modif,time_modif,len_m,lenm,startx,starty,endx,endy,shape_id,OBJECTID,Join_Count,TARGET_FID,segment_id,full_name,built_stat,one_way,numeric_pr,name,street_typ,octant,plan_statu,ctp_class,ownership,date_creat_1,time_creat_1,date_modif_1,time_modif_1,date_mod_2,time_mod_2,lenkm,Shape_Length
66,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2001-01-22 0:00,00:00.0,2021-05-28 0:00,43:30.0,48.235098325499997,48.235098325499997,-114.2217983,51.116124300000003,-114.2224206,51.116242300000003,66,66,5,65,180762,SCURFIELD DR NW,Built,FT,0,SCURFIELD,DR,NW,RP,Collector,Corporate,2001-01-22 0:00,00:00.0,2021-05-28 0:00,43:30.0,2001-01-22 0:00,00:00.0,0.025389975,0.000651397
67,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2001-01-22 0:00,00:00.0,2021-05-28 0:00,43:30.0,40.989369596099998,40.989369596099998,-114.2181132,51.117790399999997,-114.2185199,51.117525399999998,67,67,6,66,180782,SCENIC ACRES BV NW,Built,FT,0,SCENIC ACRES,BV,NW,RP,Arterial Street,Corporate,2001-01-22 0:00,00:00.0,2021-05-28 0:00,43:30.0,2002-12-30 0:00,00:00.0,0.30323333,0.000485421
68,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:20.0,12.431371710900001,12.431371710900001,-114.2223365,51.116020300000002,-114.2225072,51.115989599999999,68,68,6,67,113988,SCURFIELD DR NW,Built,FT,0,SCURFIELD,DR,NW,RP,Collector,Corporate,,,2021-05-28 0:00,44:20.0,2002-12-30 0:00,00:00.0,0.10448202,0.000173439
69,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:20.0,13.512741177700001,13.512741177700001,-114.2049236,51.117841300000002,-114.2050836,51.117909200000000,69,69,6,68,72843,NOSE HILL DR NW,Built,FT,0,NOSE HILL,DR,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:20.0,1999-07-21 0:00,00:00.0,0.013457657,0.000173817
70,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:21.0,402.258045687999982,402.258045687999982,-114.205377,51.118033599999997,-114.2104312,51.119581400000001,70,70,5,69,73804,SCENIC ACRES BV NW,Built,FT,0,SCENIC ACRES,BV,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:21.0,1999-07-21 0:00,00:00.0,0.030707925,0.005342529
71,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,42.121372207500002,42.121372207500002,-114.2104312,51.119581400000001,-114.2110314,51.119572800000000,71,71,9,70,73796,SCENIC ACRES BV NW,Built,FT,0,SCENIC ACRES,BV,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,1999-07-21 0:00,00:00.0,0.011413063,0.00060075
72,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:21.0,39.813664697299998,39.813664697299998,-114.2104312,51.119581400000001,-114.2108688,51.119799700000002,72,72,5,71,73804,SCENIC ACRES BV NW,Built,FT,0,SCENIC ACRES,BV,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:21.0,1999-07-21 0:00,00:00.0,0.030707925,0.000495654
73,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2000-05-26 0:00,00:00.0,2021-05-28 0:00,44:23.0,102.361971229000005,102.361971229000005,-114.2167299,51.122634599999998,-114.2153822,51.122324300000002,73,73,5,72,150976,SCURFIELD DR NW,Built,B,0,SCURFIELD,DR,NW,RP,Collector,Corporate,2000-05-26 0:00,00:00.0,2021-05-28 0:00,44:23.0,2006-02-23 0:00,00:00.0,0.058794653,0.001395702
74,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2000-05-26 0:00,00:00.0,2021-05-28 0:00,43:30.0,10.264430721400000,10.264430721400000,-114.2153822,51.122324300000002,-114.2152365,51.122314500000002,74,74,5,73,150952,SCOTIA PT NW,Built,FT,0,SCOTIA,PT,NW,RP,Collector,Corporate,2000-05-26 0:00,00:00.0,2021-05-28 0:00,43:30.0,2015-01-08 0:00,58:34.0,0.011154619,0.00014606
75,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2000-05-26 0:00,00:00.0,2021-05-28 0:00,43:28.0,121.346893773000005,121.346893773000005,-114.2152365,51.122314500000002,-114.2135038,51.122298000000001,75,75,5,74,150952,SCOTIA PT NW,Built,FT,0,SCOTIA,PT,NW,RP,Collector,Corporate,2000-05-26 0:00,00:00.0,2021-05-28 0:00,43:28.0,2015-01-08 0:00,58:34.0,0.011154619,0.001732901
76,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:23.0,11.770358694200000,11.770358694200000,-114.2110314,51.119572800000000,-114.2110314,51.119467000000000,76,76,7,75,73796,SCENIC ACRES BV NW,Built,FT,0,SCENIC ACRES,BV,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:23.0,1999-07-21 0:00,00:00.0,0.011413063,0.000105801
77,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2003-01-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,76.059888581999999,76.059888581999999,-114.2135038,51.122298000000001,-114.2124303,51.122228000000000,77,77,7,76,221714,SCURFIELD DR NW,Built,FT,0,SCURFIELD,DR,NW,RP,Collector,Corporate,2003-01-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,2003-01-21 0:00,00:00.0,0.076058877,0.001078653
78,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2003-01-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,156.959229794000009,156.959229794000009,-114.2110513,51.120983400000000,-114.2110314,51.119572800000000,78,78,8,77,73796,SCENIC ACRES BV NW,Built,FT,0,SCENIC ACRES,BV,NW,RP,Arterial Street,Corporate,2003-01-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,1999-07-21 0:00,00:00.0,0.011413063,0.001411261
79,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2009-01-07 0:00,00:00.0,2021-05-28 0:00,43:28.0,88.433705617499996,88.433705617499996,-114.2123529,51.122210000000003,-114.2113872,51.121717500000003,79,79,9,78,221714,SCURFIELD DR NW,Built,FT,0,SCURFIELD,DR,NW,RP,Collector,Corporate,2009-01-07 0:00,00:00.0,2021-05-28 0:00,43:28.0,2003-01-21 0:00,00:00.0,0.076058877,0.001096195
80,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,1.997523991230000,1.997523991230000,-114.2245606,51.122169399999997,-114.2245519,51.122152300000003,80,80,6,79,114049,SCURFIELD DR NW,Built,FT,0,SCURFIELD,DR,NW,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2002-12-30 0:00,00:00.0,0.185412647,1.91857E-05
81,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,101.076499231000000,101.076499231000000,-113.9852842,51.077909900000002,-113.9867187,51.077876099999997,81,81,7,80,86571,26 AV NE,Built,FT,0,26,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,2002-12-30 0:00,00:00.0,0.101075663,0.001437659
82,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,161.633681171999996,161.633681171999996,-113.9828405,51.077910199999998,-113.9851469,51.077909300000002,82,82,7,81,86584,26 AV NE,Built,FT,0,26,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,1999-07-21 0:00,00:00.0,0.16163274,0.002306406
83,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,29.939082933800002,29.939082933800002,-113.9814816,51.077910500000002,-113.9819088,51.077910400000000,83,83,10,82,86383,26 AV NE,Built,FT,0,26,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,1999-07-21 0:00,00:00.0,0.029938542,0.000427205
84,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,13.196526771400000,13.196526771400000,-113.9583154,51.076316400000003,-113.9585037,51.076316400000003,84,84,7,83,86073,26 AV NE,Built,FT,0,26,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2004-03-10 0:00,00:00.0,0.057550371,0.0001883
85,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,57.551823062700002,57.551823062700002,-113.9585037,51.076316400000003,-113.9593097,51.076268900000002,85,85,6,84,86073,26 AV NE,Built,FT,0,26,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,2004-03-10 0:00,00:00.0,0.057550371,0.000812224
86,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,53.166467750000002,53.166467750000002,-113.9575719,51.076269099999998,-113.9583154,51.076316400000003,86,86,6,85,86122,26 AV NE,Built,FT,0,26,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,2002-12-30 0:00,00:00.0,0.053166047,0.000749693
87,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2008-06-25 0:00,00:00.0,2021-05-28 0:00,44:22.0,38.097704901400000,38.097704901400000,-114.0715371,51.063852300000001,-114.0719761,51.063886900000000,87,87,7,86,44679,4 ST NW,Built,B,0,4,ST,NW,RP,Collector,Corporate,2008-06-25 0:00,00:00.0,2021-05-28 0:00,44:22.0,2004-12-06 0:00,00:00.0,0.053644715,0.000503686
88,EXISTING,REGIONAL,On-Street Bikeway,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,46.927696788600002,46.927696788600002,-114.1049025,51.057599799999998,-114.105565,51.057644799999998,88,88,5,87,92688,19 ST NW,Built,B,0,19,ST,NW,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,2007-05-28 0:00,00:00.0,0.060515406,0.000665234
89,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,18.626306611099999,18.626306611099999,-114.1179114,51.057259500000001,-114.1181767,51.057252300000002,89,89,12,88,86795,5 AV NW,Built,FT,0,5,AV,NW,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,1999-07-21 0:00,00:00.0,0.018552149,0.000265446
90,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-09-10 0:00,00:00.0,2021-05-28 0:00,43:30.0,62.366384983099998,62.366384983099998,-114.1184682,51.057217999999999,-114.1192541,51.056959200000001,90,90,7,89,86789,5 AV NW,Built,B,0,5,AV,NW,RP,Collector,Corporate,1999-09-10 0:00,00:00.0,2021-05-28 0:00,43:30.0,2006-01-11 0:00,00:00.0,0.076118635,0.00082876
91,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-09-09 0:00,00:00.0,2021-05-28 0:00,44:22.0,20.803481860700000,20.803481860700000,-114.1181767,51.057252300000002,-114.1184682,51.057217999999999,91,91,9,90,86795,5 AV NW,Built,FT,0,5,AV,NW,RP,Collector,Corporate,1999-09-09 0:00,00:00.0,2021-05-28 0:00,44:22.0,1999-07-21 0:00,00:00.0,0.018552149,0.000293586
92,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,76.033449365500005,76.033449365500005,-114.1168338,51.057228700000003,-114.1179114,51.057259500000001,92,92,8,91,86795,5 AV NW,Built,FT,0,5,AV,NW,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,1999-07-21 0:00,00:00.0,0.018552149,0.001080357
93,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,369.416354232999993,369.416354232999993,-114.0509284,50.914367400000003,-114.0552967,50.916024999999998,93,93,5,92,120790,MIDLAKE BV SE,Built,FT,0,MIDLAKE,BV,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,1999-07-21 0:00,00:00.0,0.03973084,0.00476379
94,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:08.0,47.691165585800000,47.691165585800000,-114.0552967,50.916024999999998,-114.0559691,50.916077000000001,94,94,5,93,120832,MIDRIDGE RD SE,Built,B,0,MIDRIDGE,RD,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:08.0,2002-12-30 0:00,00:00.0,0.035946695,0.000674711
95,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:12.0,351.713069298999983,351.713069298999983,-114.0559691,50.916077000000001,-114.0607159,50.915156799999998,95,95,4,94,120832,MIDRIDGE RD SE,Built,B,0,MIDRIDGE,RD,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:12.0,2002-12-30 0:00,00:00.0,0.035946695,0.004850513
96,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:12.0,59.706641464000000,59.706641464000000,-114.0607159,50.915156799999998,-114.0615073,50.914962500000001,96,96,4,95,120668,MIDPARK BV SE,Built,FT,0,MIDPARK,BV,SE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:12.0,1999-07-21 0:00,00:00.0,0.013296243,0.000814908
97,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:10.0,133.091798318999992,133.091798318999992,-114.0497823,50.912582399999998,-114.0506027,50.913634100000003,97,97,5,96,120784,MIDLAKE BV SE,Built,FT,0,MIDLAKE,BV,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:10.0,1999-07-21 0:00,00:00.0,0.075427914,0.001374266
98,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,45.567554028399996,45.567554028399996,-114.0506027,50.913634100000003,-114.0507178,50.914036799999998,98,98,5,97,120785,MIDLAKE BV SE,Built,FT,0,MIDLAKE,BV,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,2002-12-30 0:00,00:00.0,0.133090566,0.000419717
99,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,39.731000136799999,39.731000136799999,-114.0507178,50.914036799999998,-114.0509284,50.914367400000003,99,99,6,98,120789,MIDLAKE BV SE,Built,FT,0,MIDLAKE,BV,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,1999-07-21 0:00,00:00.0,0.045567351,0.000393391
100,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:12.0,13.593430109300000,13.593430109300000,-114.0615073,50.914962500000001,-114.0616875,50.914918299999997,100,100,7,99,866536,MIDRIDGE DR SE,Built,FT,0,MIDRIDGE,DR,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:12.0,2019-10-02 0:00,46:32.0,0.076674412,0.000185543
101,EXISTING,REGIONAL,Bicycle Lane,,3 - Painted Lane,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,13.527743781700000,13.527743781700000,-114.0474623,50.906666199999997,-114.0474629,50.906544599999997,101,101,7,100,109785,MIDLAKE BV SE,Built,FT,0,MIDLAKE,BV,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,42:09.0,2004-05-04 0:00,00:00.0,0.149772284,0.000121604
102,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,204.763845919999994,204.763845919999994,-114.0481808,50.937476799999999,-114.0483025,50.935637800000002,102,102,7,101,115226,,Built,B,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,2000-11-08 0:00,00:00.0,0.149924229,0.001843061
103,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,223.944526219000011,223.944526219000011,-114.0483005,50.931847400000002,-114.0487738,50.929876499999999,103,103,7,102,79986,CANYON MEADOWS DR SE,Built,FT,0,CANYON MEADOWS,DR,SE,RP,Parkway,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,1999-07-21 0:00,00:00.0,0.240875538,0.002071924
104,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,249.677263049000004,249.677263049000004,-114.0452203,50.941531200000000,-114.0472615,50.939694500000002,104,104,7,103,125789,ACADIA DR SE,Built,FT,0,ACADIA,DR,SE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,2002-12-30 0:00,00:00.0,0.22461858,0.002746028
105,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,210.779046744999988,210.779046744999988,-114.0472615,50.939694500000002,-114.048158,50.937920900000002,105,105,5,104,125789,ACADIA DR SE,Built,FT,0,ACADIA,DR,SE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,2002-12-30 0:00,00:00.0,0.22461858,0.002054203
106,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:29.0,49.432494957300001,49.432494957300001,-114.048158,50.937920900000002,-114.0481808,50.937476799999999,106,106,6,105,125789,ACADIA DR SE,Built,FT,0,ACADIA,DR,SE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:29.0,2002-12-30 0:00,00:00.0,0.22461858,0.000444722
107,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,136.993435581999989,136.993435581999989,-114.0483025,50.935637800000002,-114.0482926,50.934406400000000,107,107,6,106,115226,,Built,B,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2000-11-08 0:00,00:00.0,0.149924229,0.001231486
108,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:29.0,74.897054110400006,74.897054110400006,-114.0482926,50.934406400000000,-114.0483024,50.933733199999999,108,108,5,107,125382,ACADIA DR SE,Built,FT,0,ACADIA,DR,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:29.0,2002-12-30 0:00,00:00.0,0.136993198,0.000673325
109,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:29.0,140.438290367000008,140.438290367000008,-114.0483024,50.933733199999999,-114.0482932,50.932470899999998,109,109,5,108,125383,ACADIA DR SE,Built,FT,0,ACADIA,DR,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:29.0,1999-07-21 0:00,00:00.0,0.074896605,0.001262552
110,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,69.365669780499999,69.365669780499999,-114.0482932,50.932470899999998,-114.0483005,50.931847400000002,110,110,6,109,127212,ACADIA DR SE,Built,FT,0,ACADIA,DR,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2002-12-30 0:00,00:00.0,0.223943023,0.000623572
111,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,33.584046149599999,33.584046149599999,-114.0625229,50.941472099999999,-114.0626922,50.941189799999997,111,111,6,110,80436,BONAVENTURE DR SE,Built,FT,0,BONAVENTURE,DR,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,1999-07-21 0:00,00:00.0,0.093739261,0.000329178
112,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,11.631825535500001,11.631825535500001,-114.0647037,50.936796600000001,-114.0645388,50.936787899999999,112,112,7,111,80155,129 AV SE,Built,B,0,129,AV,SE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,1999-07-21 0:00,00:00.0,0.05313061,0.00016513
113,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,93.639039456999996,93.639039456999996,-114.0638416,50.939287499999999,-114.0643019,50.938497800000000,113,113,6,112,80409,LAKE FRASER WY SE,Built,B,0,LAKE FRASER,WY,SE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2004-05-03 0:00,00:00.0,0.052798611,0.000914391
114,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,95.986827925499995,95.986827925499995,-114.0643019,50.938497800000000,-114.0645944,50.937657500000000,114,114,5,113,80166,BONAVENTURE DR SE,Built,FT,0,BONAVENTURE,DR,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,2002-12-30 0:00,00:00.0,0.096085966,0.000895277
115,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,96.086370767999995,96.086370767999995,-114.0645944,50.937657500000000,-114.0647037,50.936796600000001,115,115,6,114,80155,129 AV SE,Built,B,0,129,AV,SE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,1999-07-21 0:00,00:00.0,0.05313061,0.000867946
116,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,226.522788638000009,226.522788638000009,-114.0626922,50.941189799999997,-114.0638416,50.939287499999999,116,116,6,115,80409,LAKE FRASER WY SE,Built,B,0,LAKE FRASER,WY,SE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2004-05-03 0:00,00:00.0,0.052798611,0.002222597
117,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,109.290764447000001,109.290764447000001,-114.027244,50.931053599999998,-114.0271831,50.930082800000001,117,117,7,116,78866,DEER RIDGE DR SE,Built,FT,0,DEER RIDGE,DR,SE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,2006-06-07 0:00,00:00.0,0.045345763,0.000998168
118,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:23.0,394.812121816999991,394.812121816999991,-114.0590646,50.936752100000000,-114.0645388,50.936787899999999,118,118,16,117,29330,LAKE PLACID DR SE,Built,B,0,LAKE PLACID,DR,SE,RP,Collector,Corporate,,,2021-05-28 0:00,44:23.0,2004-07-07 0:00,00:00.0,0.057766121,0.00553293
119,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:06.0,1476.038005860000112,1476.038005860000112,-114.19666,51.096682199999996,-114.1829855,51.088156099999999,119,119,13,118,49960,66 ST NW,Built,B,0,66,ST,NW,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:06.0,2005-03-22 0:00,00:00.0,0.051510677,0.017285335
120,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:08.0,994.236069026999985,994.236069026999985,-114.1902481,51.088981500000003,-114.1990942,51.095868500000002,120,120,25,119,41109,47 AV NW,Built,B,0,47,AV,NW,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:08.0,2004-12-06 0:00,00:00.0,0.130132788,0.011315436
121,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:18.0,769.002190329999962,769.002190329999962,-114.2206511,51.124521100000003,-114.2111811,51.121721800000003,121,121,36,120,150952,SCOTIA PT NW,Built,FT,0,SCOTIA,PT,NW,RP,Collector,Corporate,,,2021-05-28 0:00,44:18.0,2015-01-08 0:00,58:34.0,0.011154619,0.010125339
122,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,43:29.0,255.086495501999991,255.086495501999991,-114.2111811,51.121721800000003,-114.2108685,51.119464399999998,122,122,21,121,73796,SCENIC ACRES BV NW,Built,FT,0,SCENIC ACRES,BV,NW,RP,Arterial Street,Corporate,,,2021-05-28 0:00,43:29.0,1999-07-21 0:00,00:00.0,0.011413063,0.002342001
123,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:17.0,1043.207827120000047,1043.207827120000047,-114.170331,51.032630300000001,-114.1704893,51.023278599999998,123,123,27,122,91027,SIGNAL HILL WY SW,Built,B,0,SIGNAL HILL,WY,SW,RP,Residential Street,Corporate,,,2021-05-28 0:00,44:17.0,1999-07-21 0:00,00:00.0,0.085552864,0.009414183
